Date,Close
12/19/2025,63.6293
12/12/2025,73.1233
12/05/2025,71.3784
11/28/2025,69.6089
11/21/2025,67.6379
11/14/2025,69.1134
11/07/2025,65.7962
10/31/2025,69.5658
10/24/2025,74.434
10/17/2025,72.5599
10/10/2025,70.2443
10/03/2025,77.4712
9/26/2025,74.6494
9/19/2025,76.3511
09/12/2025,78.6237
09/05/2025,79.6038
8/29/2025,82.884
8/22/2025,83.966
8/15/2025,82.4555
08/08/2025,79.4774
08/01/2025,79.938
7/25/2025,81.7056
7/18/2025,77.6348
07/11/2025,77.8062
07/04/2025,81.8342
6/27/2025,77.1742
6/20/2025,64.0511
6/13/2025,64.8439
06/06/2025,67.2757
5/30/2025,64.4892
5/23/2025,63.8825
5/16/2025,67.1714
05/09/2025,62.0518
05/02/2025,62.3605
4/25/2025,61.3281
4/18/2025,59.3484
04/11/2025,57.8902
04/04/2025,60.9342
3/28/2025,67.3629
3/21/2025,72.3122
3/14/2025,76.2716
03/07/2025,83.6475
2/28/2025,84.1125
2/21/2025,81.0098
2/14/2025,77.3458
02/07/2025,72.7288
1/31/2025,81.4334
1/24/2025,77.9071
1/17/2025,75.0161
01/10/2025,75.3973
01/03/2025,77.6317
12/27/2024,80.9251
12/20/2024,81.4757
12/13/2024,81.804
12/06/2024,83.5407
11/29/2024,82.9939
11/22/2024,81.5504
11/15/2024,80.7707
11/08/2024,79.9489
11/01/2024,82.2458
10/25/2024,83.0782
10/18/2024,87.3664
10/11/2024,86.5551
10/04/2024,86.6605
9/27/2024,94.236
9/20/2024,91.1594
9/13/2024,83.2467
09/06/2024,84.9536
8/30/2024,87.3902
8/23/2024,88.1559
8/16/2024,87.2958
08/09/2024,77.9715
08/02/2024,77.6254
7/26/2024,76.1046
7/19/2024,76.2514
07/12/2024,77.0066
07/05/2024,79.1148
6/28/2024,79.0519
6/21/2024,101.9273
6/14/2024,97.9521
06/07/2024,101.2665
5/31/2024,99.304
5/24/2024,95.8563
5/17/2024,96.3056
05/10/2024,95.0101
05/03/2024,96.2742
4/26/2024,98.3324
4/19/2024,98.7607
04/12/2024,96.1175
04/05/2024,92.8161
3/29/2024,98.1861
3/22/2024,98.0608
3/15/2024,104.0994
03/08/2024,103.598
03/01/2024,106.4397
2/23/2024,109.9582
2/16/2024,107.7513
02/09/2024,108.7819
02/02/2024,104.8366
1/26/2024,106.9602
1/19/2024,105.9504
01/12/2024,109.3648
01/05/2024,106.2627
12/29/2023,113.0187
12/22/2023,112.4669
12/15/2023,126.5305
12/08/2023,120.6594
12/01/2023,118.1299
11/24/2023,111.6864
11/17/2023,109.9433
11/10/2023,110.0989
11/03/2023,111.0846
10/27/2023,101.6633
10/20/2023,106.5296
10/13/2023,103.6658
10/06/2023,100.7606
9/29/2023,99.2145
9/22/2023,94.2652
9/15/2023,99.8786
09/08/2023,101.3416
09/01/2023,106.2079
8/25/2023,102.2161
8/18/2023,108.39
08/11/2023,111.782
08/04/2023,112.5266
7/28/2023,112.3301
7/21/2023,112.7852
7/14/2023,111.6372
07/07/2023,108.028
6/30/2023,114.1399
6/23/2023,113.2609
6/16/2023,117.4699
06/09/2023,109.4759
06/02/2023,111.4614
5/26/2023,110.8326
5/19/2023,118.3066
05/12/2023,123.9251
05/05/2023,130.5022
4/28/2023,130.6363
4/21/2023,129.4095
4/14/2023,129.8425
04/07/2023,123.9354
3/31/2023,126.4302
3/24/2023,124.4405
3/17/2023,124.1106
03/10/2023,121.121
03/03/2023,124.6776
2/24/2023,121.3469
2/17/2023,128.3374
02/10/2023,125.6543
02/03/2023,131.185
1/27/2023,131.1027
1/20/2023,130.1672
1/13/2023,132.4597
01/06/2023,128.0187
12/30/2022,120.288
12/23/2022,119.5067
12/16/2022,108.9182
12/09/2022,112.4854
12/02/2022,115.3433
11/25/2022,108.5994
11/18/2022,108.0459
11/11/2022,108.7326
11/04/2022,98.176
10/28/2022,96.1672
10/21/2022,90.7044
10/14/2022,89.7308
10/07/2022,89.3311
9/30/2022,85.1904
9/23/2022,99.4367
9/16/2022,106.7135
09/09/2022,113.7342
09/02/2022,108.3739
8/26/2022,110.658
8/19/2022,115.6451
08/12/2022,118.619
08/05/2022,116.3707
7/29/2022,117.4438
7/22/2022,111.5164
7/15/2022,106.9993
07/08/2022,110.3003
07/01/2022,103.402
6/24/2022,115.3896
6/17/2022,109.6973
06/10/2022,117.2496
06/03/2022,123.6062
5/27/2022,118.2391
5/20/2022,110.0942
5/13/2022,115.2013
05/06/2022,116.71
4/29/2022,127.118
4/22/2022,131.5728
4/15/2022,136.0479
04/08/2022,130.6349
04/01/2022,136.109
3/25/2022,136.2925
3/18/2022,133.7848
03/11/2022,125.0079
03/04/2022,133.7237
2/25/2022,141.1632
2/18/2022,145.3839
02/11/2022,142.5667
02/04/2022,147.8654
1/28/2022,148.3943
1/21/2022,145.3839
1/14/2022,150.7029
01/07/2022,159.6426
12/31/2021,169.5077
12/24/2021,168.4907
12/17/2021,164.1073
12/10/2021,171.9384
12/03/2021,173.1385
11/26/2021,170.5751
11/19/2021,177.5394
11/12/2021,171.6614
11/05/2021,180.2094
10/29/2021,169.834
10/22/2021,165.9661
10/15/2021,160.4129
10/08/2021,154.7988
10/01/2021,149.2964
9/24/2021,151.8648
9/17/2021,158.7987
09/10/2021,166.0777
09/03/2021,165.7732
8/27/2021,170.1284
8/20/2021,170.0625
8/13/2021,174.0154
08/06/2021,175.1404
7/30/2021,169.7787
7/23/2021,168.6132
7/16/2021,162.015
07/09/2021,163.1806
07/02/2021,161.9035
6/25/2021,156.4405
6/18/2021,130.1492
06/11/2021,133.727
06/04/2021,135.5514
5/28/2021,138.3082
5/21/2021,134.1863
5/14/2021,137.4939
05/07/2021,139.3956
4/30/2021,134.1459
4/23/2021,131.6879
4/16/2021,135.8553
04/09/2021,137.0084
04/02/2021,134.0548
3/26/2021,134.5201
3/19/2021,139.0719
03/12/2021,142.066
03/05/2021,134.8843
2/26/2021,136.3307
2/19/2021,143.3615
02/12/2021,143.4624
02/05/2021,146.4807
1/29/2021,134.8519
1/22/2021,140.6663
1/15/2021,142.0492
01/08/2021,147.7324
01/01/2021,142.8063
12/25/2020,142.9375
12/18/2020,138.5767
12/11/2020,138.708
12/04/2020,138.4859
11/27/2020,135.247
11/20/2020,133.9676
11/13/2020,129.2327
11/06/2020,129.8573
10/30/2020,120.9718
10/23/2020,130.9554
10/16/2020,128.9506
10/09/2020,131.9527
10/02/2020,127.5805
9/25/2020,125.1526
