Date,Close
12/19/2025,38094.2883
12/12/2025,37800.6008
12/5/2025,37518.8237
11/28/2025,37586.5407
11/21/2025,36098.3901
11/14/2025,36289.925
11/7/2025,35774.0743
10/31/2025,36189.3551
10/24/2025,36265.9322
10/17/2025,35973.0193
10/10/2025,35664.939
10/3/2025,36379.5769
9/26/2025,35495.6412
9/19/2025,35498.5862
9/12/2025,34893.4638
9/5/2025,34598.23
8/29/2025,34007.216
8/22/2025,33713.7923
8/15/2025,33190.8751
8/8/2025,32996.8919
8/1/2025,32116.9553
7/25/2025,32664.268
7/18/2025,32431.9073
7/11/2025,32086.3103
7/4/2025,32085.1142
6/27/2025,31637.2314
6/20/2025,31394.2635
6/13/2025,31388.3829
6/6/2025,31269.4788
5/30/2025,30959.1414
5/23/2025,30590.8532
5/16/2025,30690.079
5/9/2025,29941.1382
5/2/2025,29554.4048
4/25/2025,29159.9179
4/18/2025,28531.7645
4/11/2025,27817.5189
4/4/2025,27337.1115
3/28/2025,29141.5609
3/21/2025,29376.8711
3/14/2025,28869.1177
3/7/2025,29077.7625
2/28/2025,29805.048
2/21/2025,29495.3745
2/14/2025,29883.5116
2/7/2025,29818.4542
1/31/2025,29923.6154
1/24/2025,29815.5325
1/17/2025,29346.5519
1/10/2025,28991.0135
1/3/2025,29322.4852
12/27/2024,28969.7985
12/20/2024,28730.3929
12/13/2024,29498.7826
12/6/2024,29958.4587
11/29/2024,29895.5581
11/22/2024,29639.1553
11/15/2024,28982.1882
11/8/2024,28809.3202
11/1/2024,28219.7188
10/25/2024,28447.7933
10/18/2024,28847.9913
10/11/2024,28439.2347
10/4/2024,28066.4703
9/27/2024,27815.9426
9/20/2024,27677.155
9/13/2024,27316.2896
9/6/2024,26373.1229
8/30/2024,27014.8476
8/23/2024,26927.0108
8/16/2024,26647.2551
8/9/2024,25769.9649
8/2/2024,25670.7192
7/26/2024,26334.5617
7/19/2024,26174.4655
7/12/2024,26154.6065
7/5/2024,25431.3482
6/28/2024,25208.3151
6/21/2024,24803.3919
6/14/2024,24884.5799
6/7/2024,25280.985
5/31/2024,25570.6168
5/24/2024,25609.6473
5/17/2024,25767.5826
5/10/2024,25564.6005
5/3/2024,25148.2221
4/26/2024,25167.6225
4/19/2024,24957.7719
4/12/2024,25062.8955
4/5/2024,25465.0492
3/29/2024,25339.6062
3/22/2024,25097.6397
3/15/2024,24941.162
3/8/2024,24780.7329
3/1/2024,24557.0545
2/23/2024,24366.567
2/16/2024,24184.3292
2/9/2024,23885.8266
2/2/2024,23971.6512
1/26/2024,24003.1899
1/19/2024,23739.1931
1/12/2024,23830.5124
1/5/2024,23755.6021
12/29/2023,23768.6692
12/22/2023,23649.5042
12/15/2023,23245.222
12/8/2023,23002.4471
12/1/2023,23118.488
11/24/2023,22696.4631
11/17/2023,22770.9876
11/10/2023,22161.9122
11/3/2023,22353.0011
10/27/2023,21121.5339
10/20/2023,21521.4583
10/13/2023,21912.2789
10/6/2023,21667.8834
9/29/2023,21985.8705
9/22/2023,22213.1825
9/15/2023,23153.3008
9/8/2023,22510.0333
9/1/2023,23027.4941
8/25/2023,22207.8293
8/18/2023,22179.5932
8/11/2023,22818.7524
8/4/2023,22623.9419
7/28/2023,22938.6285
7/21/2023,22943.717
7/14/2023,22624.8927
7/7/2023,22143.0972
6/30/2023,22480.0921
6/23/2023,21628.7644
6/16/2023,22231.8677
6/9/2023,22112.0273
6/2/2023,22248.9192
5/26/2023,22107.7503
5/19/2023,22578.6143
5/12/2023,22649.1598
5/5/2023,22765.7577
4/28/2023,22870.0371
4/21/2023,22905.9534
4/14/2023,22780.5087
4/7/2023,22354.746
3/31/2023,22224.7397
3/24/2023,21534.5016
3/17/2023,21400.605
3/10/2023,21799.3336
3/3/2023,22676.9961
2/24/2023,22248.4014
2/17/2023,22570.5939
2/10/2023,22660.9637
2/3/2023,22820.8647
1/27/2023,22767.3701
1/20/2023,22508.8593
1/13/2023,22348.5102
1/6/2023,21748.9242
12/30/2022,21254.7863
12/23/2022,21364.9694
12/16/2022,21284.6266
12/9/2022,21813.3229
12/2/2022,22391.7339
11/25/2022,22258.1706
11/18/2022,21807.2514
11/11/2022,21928.0487
11/4/2022,21200.7945
10/28/2022,21215.093
10/21/2022,20533.0154
10/14/2022,19949.8038
10/7/2022,20228.6536
9/30/2022,20056.5792
9/23/2022,20068.7926
9/16/2022,21044.9476
9/9/2022,21444.8428
9/2/2022,20890.5322
8/26/2022,21521.7628
8/19/2022,21755.5481
8/12/2022,21824.7502
8/5/2022,21204.2046
7/29/2022,21277.7466
7/22/2022,20486.1563
7/15/2022,19849.9234
7/8/2022,20527.3647
7/1/2022,20331.1068
6/24/2022,20522.9372
6/17/2022,20373.0298
6/10/2022,21798.4546
6/3/2022,22343.8006
5/27/2022,22278.9788
5/20/2022,21675.7308
5/13/2022,21566.6249
5/6/2022,22119.5023
4/29/2022,22257.0841
4/22/2022,22701.0644
4/15/2022,23403.9324
4/8/2022,23423.1378
4/1/2022,23486.4297
3/25/2022,23523.5128
3/18/2022,23309.121
3/11/2022,22906.2951
3/4/2022,22832.8499
2/25/2022,22503.5654
2/18/2022,22382.5857
2/11/2022,22943.4192
2/4/2022,22647.7203
1/28/2022,22075.4691
1/21/2022,21928.358
1/14/2022,22708.4692
1/7/2022,22417.4925
12/31/2021,22552.4514
12/24/2021,22528.9445
12/17/2021,21993.4419
12/10/2021,22143.725
12/3/2021,21856.4819
11/26/2021,22356.3327
11/19/2021,22804.7155
11/12/2021,23024.4128
11/5/2021,22680.3316
10/29/2021,22237.2795
10/22/2021,22406.5341
10/15/2021,22100.361
10/8/2021,21559.332
10/1/2021,21260.4122
9/24/2021,21500.2548
9/17/2021,21586.1897
9/10/2021,21722.3471
9/3/2021,21911.4002
8/27/2021,21710.9802
8/20/2021,21384.4063
8/13/2021,21562.1169
8/6/2021,21504.3854
7/30/2021,21306.9555
7/23/2021,21193.8679
7/16/2021,20968.114
7/9/2021,21253.3289
7/2/2021,21200.6055
6/25/2021,21185.7637
6/18/2021,20933.2503
6/11/2021,21064.8195
6/4/2021,20941.4649
5/28/2021,20750.4313
5/21/2021,20398.8245
5/14/2021,20222.3968
5/7/2021,20317.8186
4/30/2021,19937.2152
4/23/2021,19922.2699
4/16/2021,20168.9582
4/9/2021,20039.6472
4/2/2021,19773.6067
3/26/2021,19508.0088
3/19/2021,19601.9398
3/12/2021,19592.4794
