Date,Close
12/19/2025,15191.85
12/12/2025,15172.13
12/05/2025,15264.64
11/28/2025,15211.14
11/21/2025,14662.68
11/14/2025,14947.52
11/07/2025,14929.63
10/31/2025,15173.95
10/24/2025,15064.91
10/17/2025,14780.36
10/10/2025,14531.41
10/03/2025,14889.84
9/26/2025,14725.98
9/19/2025,14769.93
09/12/2025,14588.18
09/05/2025,14358.11
8/29/2025,14304.68
8/22/2025,14316.55
8/15/2025,14273.57
08/08/2025,14134.02
08/01/2025,13796.83
7/25/2025,14128.12
7/18/2025,13923.35
07/11/2025,13839.11
07/04/2025,13879.98
6/27/2025,13641.1
6/20/2025,13185.84
6/13/2025,13202.26
06/06/2025,13249.81
5/30/2025,13049.13
5/23/2025,12806.24
5/16/2025,13145.88
05/09/2025,12480.31
05/02/2025,12536.2
4/25/2025,12178.49
4/18/2025,11642.4
04/11/2025,11818.53
04/04/2025,11178.48
3/28/2025,12290.86
3/21/2025,12480.59
3/14/2025,12414.28
03/07/2025,12696.9
2/28/2025,13098.22
2/21/2025,13224.45
2/14/2025,13443.1
02/07/2025,13241.34
1/31/2025,13271.38
1/24/2025,13403.51
1/17/2025,13171.75
01/10/2025,12797.39
01/03/2025,13046.88
12/27/2024,13106.39
12/20/2024,13015.66
12/13/2024,13276.56
12/06/2024,13358.5
11/29/2024,13227.13
11/22/2024,13085.86
11/15/2024,12864.42
11/08/2024,13133.47
11/01/2024,12545.4
10/25/2024,12717.34
10/18/2024,12840.3
10/11/2024,12729.52
10/04/2024,12586.91
9/27/2024,12553.78
9/20/2024,12474.44
9/13/2024,12303.26
09/06/2024,11823.57
8/30/2024,12344.43
8/23/2024,12310.63
8/16/2024,12132.48
08/09/2024,11666.49
08/02/2024,11669.18
7/26/2024,11913.04
7/19/2024,12011.61
07/12/2024,12250.19
07/05/2024,12142.54
6/28/2024,11907.15
6/21/2024,11913.78
6/14/2024,11839.27
06/07/2024,11650.49
5/31/2024,11494.7
5/24/2024,11551.56
5/17/2024,11546.28
05/10/2024,11364.04
05/03/2024,11152.76
4/26/2024,11090.46
4/19/2024,10801.16
04/12/2024,11139.38
04/05/2024,11311.7
3/29/2024,11418.03
3/22/2024,11372.49
3/15/2024,11115.69
03/08/2024,11126.07
03/01/2024,11151.34
2/23/2024,11041.9
2/16/2024,10859.63
02/09/2024,10897.61
02/02/2024,10747.25
1/26/2024,10598.23
1/19/2024,10486.44
01/12/2024,10363.35
01/05/2024,10172.75
12/29/2023,10327.83
12/22/2023,10292.37
12/15/2023,10213.48
12/08/2023,9961.5
12/01/2023,9937.89
11/24/2023,9855.84
11/17/2023,9755.92
11/10/2023,9535.63
11/03/2023,9408.56
10/27/2023,8885.94
10/20/2023,9115.84
10/13/2023,9338.09
10/06/2023,9294.82
9/29/2023,9246.74
9/22/2023,9313.3
9/15/2023,9592.86
09/08/2023,9604.77
09/01/2023,9727.64
8/25/2023,9485.89
8/18/2023,9406.5
08/11/2023,9603.45
08/04/2023,9629.77
7/28/2023,9852.01
7/21/2023,9751.26
7/14/2023,9683.69
07/07/2023,9453.1
6/30/2023,9559.67
6/23/2023,9338.84
6/16/2023,9468.81
06/09/2023,9226.7
06/02/2023,9189.34
5/26/2023,9019.64
5/19/2023,8988.46
05/12/2023,8837.68
05/05/2023,8858.86
4/28/2023,8928.35
4/21/2023,8849.76
4/14/2023,8857.31
04/07/2023,8785.7
3/31/2023,8791.13
3/24/2023,8493.55
3/17/2023,8375.21
03/10/2023,8253.65
03/03/2023,8643.61
2/24/2023,8477.66
2/17/2023,8709.21
02/10/2023,8726.47
02/03/2023,8820.47
1/27/2023,8678.01
1/20/2023,8468.15
1/13/2023,8523.32
01/06/2023,8298.61
12/30/2022,8178.02
12/23/2022,8187.06
12/16/2022,8200.9
12/09/2022,8372.26
12/02/2022,8662.23
11/25/2022,8560.09
11/18/2022,8429.01
11/11/2022,8481.13
11/04/2022,8006.24
10/28/2022,8280.11
10/21/2022,7964.25
10/14/2022,7602.99
10/07/2022,7721.44
9/30/2022,7603.14
9/23/2022,7828.87
9/16/2022,8209.35
09/09/2022,8616.98
09/02/2022,8311.42
8/26/2022,8588.95
8/19/2022,8948.82
08/12/2022,9054.14
08/05/2022,8764.08
7/29/2022,8730.46
7/22/2022,8371.87
7/15/2022,8162.5
07/08/2022,8237.5
07/01/2022,8077.89
6/24/2022,8257.72
6/17/2022,7756.59
06/10/2022,8229.43
06/03/2022,8665.8
5/27/2022,8766.83
5/20/2022,8222.31
5/13/2022,8476.57
05/06/2022,8680.97
4/29/2022,8696.65
4/22/2022,8989.51
4/15/2022,9242.58
04/08/2022,9441.84
04/01/2022,9559.95
3/25/2022,9552.4
3/18/2022,9382.43
03/11/2022,8835.4
03/04/2022,9094.04
2/25/2022,9207.85
2/18/2022,9130.81
02/11/2022,9271.8
02/04/2022,9440.58
1/28/2022,9294.21
1/21/2022,9221.28
1/14/2022,9775.53
01/07/2022,9803.85
12/31/2021,9986.7
12/24/2021,9900.3
12/17/2021,9678.03
12/10/2021,9866.62
12/03/2021,9501.28
11/26/2021,9614.25
11/19/2021,9828.8
11/12/2021,9793.22
11/05/2021,9819.98
10/29/2021,9625.02
10/22/2021,9496.86
10/15/2021,9342.15
10/08/2021,9173.74
10/01/2021,9098.25
9/24/2021,9301.49
9/17/2021,9253.57
09/10/2021,9304.03
09/03/2021,9462.54
8/27/2021,9404.15
8/20/2021,9261.31
8/13/2021,9312.51
08/06/2021,9243.03
7/30/2021,9155.21
7/23/2021,9187.64
7/16/2021,9009.89
07/09/2021,9096.84
07/02/2021,9058.66
6/25/2021,8906.79
6/18/2021,8667.76
06/11/2021,8832.94
06/04/2021,8795.08
5/28/2021,8738.77
5/21/2021,8635.55
5/14/2021,8669.49
05/07/2021,8787.82
4/30/2021,8678.16
4/23/2021,8674.8
4/16/2021,8684.51
04/09/2021,8565.57
04/02/2021,8335.91
3/26/2021,8240.38
3/19/2021,8112.13
03/12/2021,8172.9
03/05/2021,7958.98
2/26/2021,7892.81
2/19/2021,8087.68
02/12/2021,8142.79
02/05/2021,8039.67
1/29/2021,7681.01
1/22/2021,7942.2
1/15/2021,7789.79
01/08/2021,7905.28
01/01/2021,7759.35
12/25/2020,7648.39
12/18/2020,7659.75
12/11/2020,7562.46
12/04/2020,7634.77
11/27/2020,7505.38
11/20/2020,7336.76
11/13/2020,7390.61
11/06/2020,7230.51
10/30/2020,6734.84
10/23/2020,7135.81
10/16/2020,7172.7
10/09/2020,7157.92
10/02/2020,6889.65
9/25/2020,6784.95
9/18/2020,6826.72
09/11/2020,6868.22
09/04/2020,7043.62
8/28/2020,7207.1
8/21/2020,6977.27
8/14/2020,6924.28
08/07/2020,6876.65
7/31/2020,6709.81
7/24/2020,6594.1
7/17/2020,6611.86
07/10/2020,6528.96
07/03/2020,6414.16
6/26/2020,6163.5
6/19/2020,6344.7
06/12/2020,6227.42
06/05/2020,6536.58
5/29/2020,6227.81
5/22/2020,6044.16
5/15/2020,5852.84
05/08/2020,5984.55
05/01/2020,5778.53
4/24/2020,5789.65
4/17/2020,5865.9
04/10/2020,5691.54
04/03/2020,5075.16
3/27/2020,5179.92
3/20/2020,4697.09
3/13/2020,5522.85
03/06/2020,6050.8
2/28/2020,6011.73
2/21/2020,6788.6
2/14/2020,6872.68
02/07/2020,6761.26
1/31/2020,6551
1/24/2020,6691.22
1/17/2020,6759.51
01/10/2020,6627.87
01/03/2020,6563.32
